


 %PROBE_G:
 %The run start date and time was:%                     2019/10/29 11:57:45 
 %
 %Using ITER machine parameters.
       %phi_tor(deg)                R(m)                Z(m)               B_phi                 B_R                 B_Z               B_pol               B_mag            PsiN_pol
   3.30000000000E+01   6.22730000000E+00   5.71000000000E-02  -7.98146196931E-04  -3.47831405168E-04   4.27944603308E-04   5.51473725504E-04   9.70134331728E-04   0.00000000000E+00
   3.40000000000E+01   6.22730000000E+00   5.71000000000E-02  -7.49701225235E-04  -3.65937730113E-04   4.69515531873E-04   5.95277462189E-04   9.57291587819E-04   0.00000000000E+00
   3.50000000000E+01   6.22730000000E+00   5.71000000000E-02  -7.02515924836E-04  -3.80682500653E-04   5.06595972246E-04   6.33686551380E-04   9.46090518951E-04   0.00000000000E+00
   3.60000000000E+01   6.22730000000E+00   5.71000000000E-02  -6.56890341211E-04  -3.92323578290E-04   5.39451314567E-04   6.67027368907E-04   9.36178632125E-04   0.00000000000E+00
   3.70000000000E+01   6.22730000000E+00   5.71000000000E-02  -6.13073297487E-04  -4.01116066066E-04   5.68354816670E-04   6.95644518477E-04   9.27243314443E-04   0.00000000000E+00
   3.80000000000E+01   6.22730000000E+00   5.71000000000E-02  -5.71270065356E-04  -4.07306900641E-04   5.93581490141E-04   7.19887419495E-04   9.19014354795E-04   0.00000000000E+00
   3.90000000000E+01   6.22730000000E+00   5.71000000000E-02  -5.31651193426E-04  -4.11131229117E-04   6.15403738483E-04   7.40101782793E-04   9.11264857418E-04   0.00000000000E+00
   4.00000000000E+01   6.22730000000E+00   5.71000000000E-02  -4.94361910872E-04  -4.12810747387E-04   6.34088922548E-04   7.56625055662E-04   9.03811470262E-04   0.00000000000E+00
   4.10000000000E+01   6.22730000000E+00   5.71000000000E-02  -4.59531495799E-04  -4.12554077417E-04   6.49898925818E-04   7.69785347076E-04   8.96514738420E-04   0.00000000000E+00
   4.20000000000E+01   6.22730000000E+00   5.71000000000E-02  -4.27281986753E-04  -4.10559174534E-04   6.63091698282E-04   7.79903478723E-04   8.89280232732E-04   0.00000000000E+00
   4.30000000000E+01   6.22730000000E+00   5.71000000000E-02  -3.97735606113E-04  -4.07017676090E-04   6.73924667942E-04   7.87297813226E-04   8.82060915742E-04   0.00000000000E+00
   4.40000000000E+01   6.22730000000E+00   5.71000000000E-02  -3.71020249172E-04  -4.02121016578E-04   6.82659813442E-04   7.92291444396E-04   8.74860993620E-04   0.00000000000E+00
   4.50000000000E+01   6.22730000000E+00   5.71000000000E-02  -3.47272378898E-04  -3.96068026737E-04   6.89570078365E-04   7.95221211223E-04   8.67741251713E-04   0.00000000000E+00
   4.60000000000E+01   6.22730000000E+00   5.71000000000E-02  -3.26636672420E-04  -3.89073593478E-04   6.94946668965E-04   7.96447822426E-04   8.60825562827E-04   0.00000000000E+00
   4.70000000000E+01   6.22730000000E+00   5.71000000000E-02  -3.09261821334E-04  -3.81377780085E-04   6.99106611436E-04   7.96366162828E-04   8.54307871573E-04   0.00000000000E+00
   4.80000000000E+01   6.22730000000E+00   5.71000000000E-02  -2.95292029630E-04  -3.73254601374E-04   7.02399762615E-04   7.95414623934E-04   8.48458488514E-04   0.00000000000E+00
   4.90000000000E+01   6.22730000000E+00   5.71000000000E-02  -2.84854013977E-04  -3.65019442083E-04   7.05214293970E-04   7.94082107542E-04   8.43628000244E-04   0.00000000000E+00
   5.00000000000E+01   6.22730000000E+00   5.71000000000E-02  -2.78039711008E-04  -3.57033941328E-04   7.07979541474E-04   7.92911260108E-04   8.40246599103E-04   0.00000000000E+00
   5.10000000000E+01   6.22730000000E+00   5.71000000000E-02  -2.74885428356E-04  -3.49707096730E-04   7.11165082090E-04   7.92496578849E-04   8.38816324478E-04   0.00000000000E+00
   5.20000000000E+01   6.22730000000E+00   5.71000000000E-02  -2.75348797029E-04  -3.43491426165E-04   7.15275010113E-04   7.93476338615E-04   8.39893838510E-04   0.00000000000E+00
   5.30000000000E+01   6.22730000000E+00   5.71000000000E-02  -2.79285508922E-04  -3.38873307349E-04   7.20836679281E-04   7.96517819406E-04   8.44062220529E-04   0.00000000000E+00
   5.40000000000E+01   6.22730000000E+00   5.71000000000E-02  -2.86428340448E-04  -3.36357109133E-04   7.28383657323E-04   8.02295990966E-04   8.51892042063E-04   0.00000000000E+00
   5.50000000000E+01   6.22730000000E+00   5.71000000000E-02  -2.96371247119E-04  -3.36443403995E-04   7.38433277905E-04   8.11466493460E-04   8.63894545722E-04   0.00000000000E+00
   5.60000000000E+01   6.22730000000E+00   5.71000000000E-02  -3.08561260180E-04  -3.39602333149E-04   7.51459899839E-04   8.24634298187E-04   8.80472473749E-04   0.00000000000E+00
   5.70000000000E+01   6.22730000000E+00   5.71000000000E-02  -3.22300468945E-04  -3.46243973064E-04   7.67865693616E-04   8.42319780319E-04   9.01875936367E-04   0.00000000000E+00
   5.80000000000E+01   6.22730000000E+00   5.71000000000E-02  -3.36759541431E-04  -3.56688200441E-04   7.87951357633E-04   8.64924166808E-04   9.28170675616E-04   0.00000000000E+00
   5.90000000000E+01   6.22730000000E+00   5.71000000000E-02  -3.51003097680E-04  -3.71136957822E-04   8.11889517968E-04   8.92696606271E-04   9.59223855744E-04   0.00000000000E+00
   6.00000000000E+01   6.22730000000E+00   5.71000000000E-02  -3.64025933683E-04  -3.89651900775E-04   8.39703611031E-04   9.25705546141E-04   9.94708820987E-04   0.00000000000E+00
   6.10000000000E+01   6.22730000000E+00   5.71000000000E-02  -3.74797759689E-04  -4.12140117246E-04   8.71254750433E-04   9.63817574230E-04   1.03412652856E-03   0.00000000000E+00
   6.20000000000E+01   6.22730000000E+00   5.71000000000E-02  -3.82312938952E-04  -4.38349951224E-04   9.06238442015E-04   1.00668703852E-03   1.07683888155E-03   0.00000000000E+00
   6.30000000000E+01   6.22730000000E+00   5.71000000000E-02  -3.85640864815E-04  -4.67877982835E-04   9.44192080890E-04   1.05375921938E-03   1.12210844799E-03   0.00000000000E+00
   6.40000000000E+01   6.22730000000E+00   5.71000000000E-02  -3.83972251158E-04  -5.00187011107E-04   9.84513034239E-04   1.10428844088E-03   1.16913970522E-03   0.00000000000E+00
   6.50000000000E+01   6.22730000000E+00   5.71000000000E-02  -3.76656845899E-04  -5.34633601661E-04   1.02648592155E-03   1.15737048311E-03   1.21711824189E-03   0.00000000000E+00
   6.60000000000E+01   6.22730000000E+00   5.71000000000E-02  -3.63228941449E-04  -5.70502589680E-04   1.06931662364E-03   1.21198648772E-03   1.26524563241E-03   0.00000000000E+00
   6.70000000000E+01   6.22730000000E+00   5.71000000000E-02  -3.43418468452E-04  -6.07045071673E-04   1.11216976474E-03   1.26705378917E-03   1.31276865789E-03   0.00000000000E+00
   6.80000000000E+01   6.22730000000E+00   5.71000000000E-02  -3.17147215860E-04  -6.43516045525E-04   1.15420606658E-03   1.32147816666E-03   1.35900217126E-03   0.00000000000E+00
   6.90000000000E+01   6.22730000000E+00   5.71000000000E-02  -2.84511525375E-04  -6.79208047742E-04   1.19461613857E-03   1.37420205597E-03   1.40334532411E-03   0.00000000000E+00
   7.00000000000E+01   6.22730000000E+00   5.71000000000E-02  -2.45754342914E-04  -7.13477851644E-04   1.23264791168E-03   1.42424419218E-03   1.44529122187E-03   0.00000000000E+00
   7.10000000000E+01   6.22730000000E+00   5.71000000000E-02  -2.01230516608E-04  -7.45764378418E-04   1.26762590862E-03   1.47072769483E-03   1.48443042044E-03   0.00000000000E+00
   7.20000000000E+01   6.22730000000E+00   5.71000000000E-02  -1.51369581322E-04  -7.75597210461E-04   1.29896167450E-03   1.51289539119E-03   1.52044901751E-03   0.00000000000E+00
   7.30000000000E+01   6.22730000000E+00   5.71000000000E-02  -9.66399871662E-05  -8.02596251668E-04   1.32615576238E-03   1.55011285050E-03   1.55312238295E-03   0.00000000000E+00
   7.40000000000E+01   6.22730000000E+00   5.71000000000E-02  -3.75179649988E-05  -8.26463972111E-04   1.34879251503E-03   1.58186091228E-03   1.58230576802E-03   0.00000000000E+00
   7.50000000000E+01   6.22730000000E+00   5.71000000000E-02   2.55368052606E-05  -8.46972212669E-04   1.36652941929E-03   1.60772030615E-03   1.60792310489E-03   0.00000000000E+00
   7.60000000000E+01   6.22730000000E+00   5.71000000000E-02   9.20976267443E-05  -8.63945707327E-04   1.37908302483E-03   1.62735127572E-03   1.62995525934E-03   0.00000000000E+00
   7.70000000000E+01   6.22730000000E+00   5.71000000000E-02   1.61779161733E-04  -8.77244374866E-04   1.38621336729E-03   1.64047102775E-03   1.64842885502E-03   0.00000000000E+00
   7.80000000000E+01   6.22730000000E+00   5.71000000000E-02   2.34238311237E-04  -8.86746139447E-04   1.38770860306E-03   1.64683146765E-03   1.66340658568E-03   0.00000000000E+00
   7.90000000000E+01   6.22730000000E+00   5.71000000000E-02   3.09168626860E-04  -8.92331664313E-04   1.38337123886E-03   1.64619919318E-03   1.67497970838E-03   0.00000000000E+00
   8.00000000000E+01   6.22730000000E+00   5.71000000000E-02   3.86289538734E-04  -8.93872005799E-04   1.37300699654E-03   1.63833921252E-03   1.68326319482E-03   0.00000000000E+00
   8.10000000000E+01   6.22730000000E+00   5.71000000000E-02   4.65331785492E-04  -8.91219864634E-04   1.35641703848E-03   1.62300339784E-03   1.68839382254E-03   0.00000000000E+00
   8.20000000000E+01   6.22730000000E+00   5.71000000000E-02   5.46020448849E-04  -8.84204844589E-04   1.33339400954E-03   1.59992430817E-03   1.69053131365E-03   0.00000000000E+00
   8.30000000000E+01   6.22730000000E+00   5.71000000000E-02   6.28056981651E-04  -8.72632914793E-04   1.30372212301E-03   1.56881470480E-03   1.68986246488E-03   0.00000000000E+00
   8.40000000000E+01   6.22730000000E+00   5.71000000000E-02   7.11101606623E-04  -8.56290085334E-04   1.26718131121E-03   1.52937280796E-03   1.68660804002E-03   0.00000000000E+00
   8.50000000000E+01   6.22730000000E+00   5.71000000000E-02   7.94757458313E-04  -8.34950113791E-04   1.22355525097E-03   1.48129306510E-03   1.68103199323E-03   0.00000000000E+00
   8.60000000000E+01   6.22730000000E+00   5.71000000000E-02   8.78557820341E-04  -8.08385835849E-04   1.17264283997E-03   1.42428188563E-03   1.67345233975E-03   0.00000000000E+00
   8.70000000000E+01   6.22730000000E+00   5.71000000000E-02   9.61957729407E-04  -7.76383443990E-04   1.11427243412E-03   1.35807743135E-03   1.66425267994E-03   0.00000000000E+00
   8.80000000000E+01   6.22730000000E+00   5.71000000000E-02   1.04433102115E-03  -7.38758735972E-04   1.04831787210E-03   1.28247215601E-03   1.65389301730E-03   0.00000000000E+00
   8.90000000000E+01   6.22730000000E+00   5.71000000000E-02   1.12497353174E-03  -6.95374060546E-04   9.74715048375E-04   1.19733642290E-03   1.64291812234E-03   0.00000000000E+00
   9.00000000000E+01   6.22730000000E+00   5.71000000000E-02   1.20311262244E-03  -6.46154470179E-04   8.93477611700E-04   1.10264130248E-03   1.63196134274E-03   0.00000000000E+00
   9.10000000000E+01   6.22730000000E+00   5.71000000000E-02   1.27792249337E-03  -5.91101534130E-04   8.04710334139E-04   9.98478715607E-04   1.62174154679E-03   0.00000000000E+00
   9.20000000000E+01   6.22730000000E+00   5.71000000000E-02   1.34854399443E-03  -5.30303446793E-04   7.08618878447E-04   8.85077657933E-04   1.61305094943E-03   0.00000000000E+00
   9.30000000000E+01   6.22730000000E+00   5.71000000000E-02   1.41410698546E-03  -4.63940521894E-04   6.05515115933E-04   7.62816729942E-04   1.60673206534E-03   0.00000000000E+00
   9.40000000000E+01   6.22730000000E+00   5.71000000000E-02   1.47375293448E-03  -3.92285857010E-04   4.95817774294E-04   6.32236869311E-04   1.60364309333E-03   0.00000000000E+00
   9.50000000000E+01   6.22730000000E+00   5.71000000000E-02   1.52665553544E-03  -3.15701760517E-04   3.80048913459E-04   4.94069608673E-04   1.60461269536E-03   0.00000000000E+00
   9.60000000000E+01   6.22730000000E+00   5.71000000000E-02   1.57203774184E-03  -2.34633256313E-04   2.58827363364E-04   3.49348492188E-04   1.61038723006E-03   0.00000000000E+00
   9.70000000000E+01   6.22730000000E+00   5.71000000000E-02   1.60918466206E-03  -1.49600397595E-04   1.32860619832E-04   2.00080541940E-04   1.62157562262E-03   0.00000000000E+00
   9.80000000000E+01   6.22730000000E+00   5.71000000000E-02   1.63745299812E-03  -6.11910581177E-05   2.93663950596E-06   6.12614841899E-05   1.63859857515E-03   0.00000000000E+00
   9.90000000000E+01   6.22730000000E+00   5.71000000000E-02   1.65627876941E-03   2.99447179978E-05  -1.30083531778E-04   1.33485622357E-04   1.66164911259E-03   0.00000000000E+00
   1.00000000000E+02   6.22730000000E+00   5.71000000000E-02   1.66518558464E-03   1.23098715805E-04  -2.65272209925E-04   2.92442539982E-04   1.69067018383E-03   0.00000000000E+00
   1.01000000000E+02   6.22730000000E+00   5.71000000000E-02   1.66379547030E-03   2.17507920729E-04  -4.01641462633E-04   4.56755470778E-04   1.72535240664E-03   0.00000000000E+00
   1.02000000000E+02   6.22730000000E+00   5.71000000000E-02   1.65184322463E-03   3.12359169045E-04  -5.38151040070E-04   6.22233712053E-04   1.76515178701E-03   0.00000000000E+00
   1.03000000000E+02   6.22730000000E+00   5.71000000000E-02   1.62919369144E-03   4.06797322820E-04  -6.73719711708E-04   7.87008457259E-04   1.80932429266E-03   0.00000000000E+00
   1.04000000000E+02   6.22730000000E+00   5.71000000000E-02   1.59585968869E-03   4.99938833494E-04  -8.07241517859E-04   9.49514457705E-04   1.85697222687E-03   0.00000000000E+00
   1.05000000000E+02   6.22730000000E+00   5.71000000000E-02   1.55201709432E-03   5.90891505602E-04  -9.37607509996E-04   1.10826919753E-03   1.90709666122E-03   0.00000000000E+00
   1.06000000000E+02   6.22730000000E+00   5.71000000000E-02   1.49801319720E-03   6.78779808477E-04  -1.06373226955E-03   1.26185116780E-03   1.95865053255E-03   0.00000000000E+00
   1.07000000000E+02   6.22730000000E+00   5.71000000000E-02   1.43436503446E-03   7.62773607070E-04  -1.18458320512E-03   1.40892190895E-03   2.01058797310E-03   0.00000000000E+00
   1.08000000000E+02   6.22730000000E+00   5.71000000000E-02   1.36174592815E-03   8.42117100670E-04  -1.29920968607E-03   1.54825935154E-03   2.06190664010E-03   0.00000000000E+00
   1.09000000000E+02   6.22730000000E+00   5.71000000000E-02   1.28096042473E-03   9.16154358873E-04  -1.40676872720E-03   1.67879035651E-03   2.11168100594E-03   0.00000000000E+00
   1.10000000000E+02   6.22730000000E+00   5.71000000000E-02   1.19290982323E-03   9.84348211830E-04  -1.50654427121E-03   1.79961580434E-03   2.15908566055E-03   0.00000000000E+00
   1.11000000000E+02   6.22730000000E+00   5.71000000000E-02   1.09855198760E-03   1.04629025715E-03  -1.59795801334E-03   1.91002437539E-03   2.20340862848E-03   0.00000000000E+00
   1.12000000000E+02   6.22730000000E+00   5.71000000000E-02   9.98859880783E-04   1.10170110698E-03  -1.68057093525E-03   2.00949346790E-03   2.24405549373E-03   0.00000000000E+00
   1.13000000000E+02   6.22730000000E+00   5.71000000000E-02   8.94783172142E-04   1.15042138490E-03  -1.75407597296E-03   2.09767773544E-03   2.28054572568E-03   0.00000000000E+00
   1.14000000000E+02   6.22730000000E+00   5.71000000000E-02   7.87216501487E-04   1.19239511399E-03  -1.81828329111E-03   2.17438732396E-03   2.31250298482E-03   0.00000000000E+00
   1.15000000000E+02   6.22730000000E+00   5.71000000000E-02   6.76976804864E-04   1.22764785244E-03  -1.87310032103E-03   2.23955889903E-03   2.33964135212E-03   0.00000000000E+00
   1.16000000000E+02   6.22730000000E+00   5.71000000000E-02   5.64790815098E-04   1.25626219874E-03  -1.91850900672E-03   2.29322295490E-03   2.36174939096E-03   0.00000000000E+00
   1.17000000000E+02   6.22730000000E+00   5.71000000000E-02   4.51292683928E-04   1.27835317676E-03  -1.95454264471E-03   2.33547078649E-03   2.37867376517E-03   0.00000000000E+00
   1.18000000000E+02   6.22730000000E+00   5.71000000000E-02   3.37030773416E-04   1.29404564857E-03  -1.98126440508E-03   2.36642404979E-03   2.39030385634E-03   0.00000000000E+00
   1.19000000000E+02   6.22730000000E+00   5.71000000000E-02   2.22482072407E-04   1.30345542525E-03  -1.99874919940E-03   2.38620921290E-03   2.39655850758E-03   0.00000000000E+00
   1.20000000000E+02   6.22730000000E+00   5.71000000000E-02   1.08072372138E-04   1.30667525942E-03  -2.00707011113E-03   2.39493855131E-03   2.39737571152E-03   0.00000000000E+00
   1.21000000000E+02   6.22730000000E+00   5.71000000000E-02  -5.79979553447E-06   1.30376647387E-03  -2.00629018636E-03   2.39269875460E-03   2.39270578382E-03   0.00000000000E+00
   1.22000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.18737481393E-04   1.29475662760E-03  -1.99646001970E-03   2.37954771648E-03   2.38250832621E-03   0.00000000000E+00
   1.23000000000E+02   6.22730000000E+00   5.71000000000E-02  -2.30319923713E-04   1.27964332671E-03  -1.97762125171E-03   2.35551965791E-03   2.36675307669E-03   0.00000000000E+00
   1.24000000000E+02   6.22730000000E+00   5.71000000000E-02  -3.40079458083E-04   1.25840401504E-03  -1.94981579198E-03   2.32063833626E-03   2.34542455123E-03   0.00000000000E+00
   1.25000000000E+02   6.22730000000E+00   5.71000000000E-02  -4.47482764703E-04   1.23101127964E-03  -1.91310025883E-03   2.27493766309E-03   2.31853018002E-03   0.00000000000E+00
   1.26000000000E+02   6.22730000000E+00   5.71000000000E-02  -5.51918459175E-04   1.19745284109E-03  -1.86756475314E-03   2.21848854264E-03   2.28611141448E-03   0.00000000000E+00
   1.27000000000E+02   6.22730000000E+00   5.71000000000E-02  -6.52692896117E-04   1.15775495214E-03  -1.81335465282E-03   2.15143013508E-03   2.24825702329E-03   0.00000000000E+00
   1.28000000000E+02   6.22730000000E+00   5.71000000000E-02  -7.49035716902E-04   1.11200742109E-03  -1.75069364780E-03   2.07400307449E-03   2.20511751574E-03   0.00000000000E+00
   1.29000000000E+02   6.22730000000E+00   5.71000000000E-02  -8.40116050612E-04   1.06038797567E-03  -1.67990579685E-03   1.98658152242E-03   2.15691935958E-03   0.00000000000E+00
   1.30000000000E+02   6.22730000000E+00   5.71000000000E-02  -9.25069330855E-04   1.00318330004E-03  -1.60143407588E-03   1.88970046115E-03   2.10397744754E-03   0.00000000000E+00
   1.31000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.00303345790E-03   9.40803951917E-04  -1.51585282338E-03   1.78407451024E-03   2.04670417397E-03   0.00000000000E+00
   1.32000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.07319165655E-03   8.73790632760E-04  -1.42387178428E-03   1.67060495868E-03   1.98561357260E-03   0.00000000000E+00
   1.33000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.13481809816E-03   8.02810021748E-04  -1.32633017019E-03   1.55037274595E-03   1.92131927781E-03   0.00000000000E+00
   1.34000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.18732147452E-03   7.28639572005E-04  -1.22418026219E-03   1.42461676960E-03   1.85452560621E-03   0.00000000000E+00
   1.35000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.23028152068E-03   6.52142150614E-04  -1.11846143923E-03   1.29469895175E-03   1.78601175690E-03   0.00000000000E+00
   1.36000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.26347415153E-03   5.74232909137E-04  -1.01026687582E-03   1.16205963458E-03   1.71660989333E-03   0.00000000000E+00
   1.37000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.28688237486E-03   4.95841964691E-04  -9.00706225177E-04   1.02816874005E-03   1.64717855885E-03   0.00000000000E+00
   1.38000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.30069220976E-03   4.17877056961E-04  -7.90868131177E-04   8.94479533386E-04   1.57857336230E-03   0.00000000000E+00
   1.39000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.30527503761E-03   3.41190164332E-04  -6.81786257199E-04   7.62393093320E-04   1.51161706545E-03   0.00000000000E+00
   1.40000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.30115965096E-03   2.66551152107E-04  -5.74411718381E-04   6.33244296384E-04   1.44707110267E-03   0.00000000000E+00
   1.41000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.28899834474E-03   1.94630121026E-04  -4.69593558808E-04   5.08329612048E-04   1.38561023640E-03   0.00000000000E+00
   1.42000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.26953153260E-03   1.25988580581E-04  -3.68067535983E-04   3.89033203572E-04   1.32780162139E-03   0.00000000000E+00
   1.43000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.24355464487E-03   6.10782540476E-05  -2.70452280910E-04   2.77263393486E-04   1.27408914294E-03   0.00000000000E+00
   1.44000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.21188976766E-03   2.45497287617E-07  -1.77251128997E-04   1.77251299007E-04   1.22478358577E-03   0.00000000000E+00
   1.45000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.17536301606E-03  -5.62609178392E-05  -8.88576594263E-05   1.05171167697E-04   1.18005897905E-03   0.00000000000E+00
   1.46000000000E+02   6.22730000000E+00   5.71000000000E-02  -1.13478737526E-03  -1.08280612936E-04  -5.56318465944E-06   1.08423429946E-04   1.13995527421E-03   0.00000000000E+00
